stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
725060,94728,2012,03,15,49.3,24,36.5,24,1024.6,21,1019.8,24,9.1,24,5.5,23,12.0,999.9,64.0,*,41.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,05,06,58.4,24,50.5,24,1018.3,21,1013.4,24,8.6,24,3.1,23,13.0,999.9,64.0,*,46.9,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,03,25,48.6,24,37.9,24,1011.6,22,1006.7,24,9.9,24,7.3,24,12.0,17.1,54.0,*,43.0,*,0.07,G,999.9,0,1,0,0,0,0
725060,94728,2012,11,20,44.4,24,32.8,24,1022.1,22,1017.5,24,10.0,24,3.6,24,14.0,19.0,51.8,*,39.9,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,05,26,72.2,24,68.0,24,1019.7,22,1015.1,24,7.2,24,2.9,23,12.0,999.9,84.0,*,57.0,*,0.0,G,999.9,1,0,0,0,0,0
725060,94728,2012,05,27,73.3,24,65.4,24,1019.5,23,1014.8,24,7.9,24,1.4,24,13.0,999.9,81.0,*,60.1,*,0.07,G,999.9,0,1,0,0,0,0
725060,94728,2012,08,26,73.9,24,62.4,24,1025.2,23,1020.4,24,10.0,24,4.6,23,8.9,15.0,82.9,*,60.8,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,09,20,61.0,24,48.3,24,1021.5,23,1016.6,24,10.0,24,4.6,23,15.9,22.9,68.0,*,55.0,*,0.04,G,999.9,0,0,0,0,0,0
725060,94728,2012,12,06,35.0,24,16.8,24,1025.5,24,1020.5,24,10.0,24,3.6,22,19.0,27.0,45.0,,28.0,,0.01,G,999.9,0,0,0,0,0,0
725060,94728,2012,12,24,37.0,24,19.8,24,1016.1,24,1011.1,24,10.0,24,3.0,24,12.0,22.0,42.1,,28.9,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,11,25,36.6,24,17.2,24,1011.6,24,1006.7,24,10.0,24,7.1,23,22.9,30.9,41.0,,33.1,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,01,19,26.6,24,11.8,24,1021.2,24,1016.2,24,10.0,24,5.3,24,12.0,14.0,36.0,,19.9,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,01,05,31.6,24,15.4,24,1013.2,24,1008.1,24,10.0,24,5.8,24,13.0,18.1,39.9,,27.0,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,01,11,42.1,24,27.3,24,1016.8,24,1011.8,24,10.0,24,4.4,24,15.0,15.9,46.9,*,36.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,09,25,62.0,24,43.4,24,1021.0,24,1016.1,24,10.0,24,4.9,22,15.0,15.9,72.0,*,46.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,06,01,66.7,24,51.9,24,1014.4,24,1009.6,24,10.0,24,5.9,22,15.9,18.1,73.0,*,55.9,*,0.0,G,999.9,1,0,0,0,0,0
725060,94728,2012,06,15,68.6,24,54.3,24,1024.8,24,1019.9,24,9.8,24,3.4,24,16.9,999.9,78.1,*,53.1,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,05,14,67.7,24,57.9,24,1019.9,24,1015.1,24,9.7,24,3.8,24,12.0,19.0,73.0,*,55.0,*,0.0,G,999.9,0,1,0,0,0,0
725060,94728,2012,07,17,84.6,24,63.3,24,1009.3,24,1004.6,24,9.4,24,3.5,21,9.9,18.1,93.9,*,70.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,10,22,57.8,24,40.1,24,1017.4,24,1012.6,24,10.0,24,4.3,21,20.0,26.0,66.0,*,48.9,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,10,13,45.2,24,25.9,24,1030.8,24,1025.8,24,10.0,24,3.1,22,20.0,27.0,52.0,*,37.9,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,07,14,78.5,24,62.7,24,1021.6,24,1016.9,24,10.0,24,3.5,24,13.0,19.0,82.0,*,68.0,*,0.0,G,999.9,1,0,0,0,0,0
725060,94728,2012,06,08,69.9,24,53.0,24,1012.6,24,1007.8,24,10.0,24,3.0,23,8.0,999.9,81.0,*,51.1,*,0.01,G,999.9,1,0,0,0,0,0
725060,94728,2012,06,24,74.4,24,55.7,24,1014.8,24,1010.1,24,10.0,24,2.6,24,11.1,999.9,82.0,*,61.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,10,17,51.9,24,38.0,24,1014.3,24,1009.4,24,10.0,24,1.3,24,11.1,999.9,60.1,*,44.1,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,05,19,64.2,24,43.2,24,1020.9,24,1016.1,24,10.0,24,2.7,24,15.9,999.9,78.1,*,46.9,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,08,24,77.3,24,60.9,24,1020.7,24,1015.9,24,9.3,24,2.0,24,7.0,999.9,87.1,*,66.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,03,12,55.6,24,32.4,24,1025.3,24,1020.4,24,10.0,24,4.3,24,15.9,17.1,70.0,*,43.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,06,17,64.8,24,55.6,24,1022.7,24,1017.8,24,9.8,24,4.4,20,13.0,999.9,71.1,*,55.9,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,07,15,79.7,24,68.6,24,1018.3,24,1013.5,24,9.1,24,2.8,24,13.0,999.9,87.1,*,70.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,11,10,48.0,24,35.0,24,1025.0,24,1020.0,24,7.9,24,2.0,23,14.0,20.0,54.0,*,41.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,04,18,57.6,24,32.4,24,1022.2,24,1017.4,24,10.0,24,5.2,22,21.0,999.9,70.0,*,48.9,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,02,20,37.6,24,17.1,24,1014.6,5,1009.7,5,10.0,24,7.5,24,22.0,999.9,46.0,,30.9,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,02,21,38.5,24,20.7,24,1024.6,4,1015.2,10,10.0,24,6.1,24,14.0,22.9,46.0,,32.0,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,08,02,75.0,24,68.4,24,1011.3,12,1006.6,12,6.2,24,2.7,24,11.1,999.9,87.1,*,66.2,*,0.11,G,999.9,1,0,0,0,0,0
725060,94728,2012,02,15,42.3,24,36.4,24,1020.5,13,1015.9,15,7.7,24,3.2,24,8.0,17.1,46.0,,39.9,,0.02,G,999.9,0,1,0,0,0,0
725060,94728,2012,08,03,77.9,24,70.8,24,1015.3,15,1010.5,15,6.0,24,4.4,24,13.0,18.1,89.1,,69.1,,0.0,G,999.9,1,0,0,0,0,0
725060,94728,2012,12,11,50.1,24,43.2,24,1013.2,11,1004.3,17,7.3,24,6.0,24,19.0,26.0,59.0,*,42.8,*,0.23,G,999.9,1,1,0,0,0,0
725060,94728,2012,08,11,77.7,24,71.5,24,1010.2,16,1005.4,17,7.8,24,6.9,24,16.9,28.0,87.1,,71.1,,1.1,G,999.9,0,1,0,0,0,0
725060,94728,2012,10,31,49.7,24,43.2,24,999.6,14,994.9,18,8.6,24,5.5,24,14.0,17.1,60.8,*,45.0,*,0.06,G,999.9,0,1,0,0,0,0
725060,94728,2012,10,05,67.8,24,59.7,24,1016.7,16,1012.0,19,8.4,24,3.3,24,9.9,999.9,78.1,*,60.8,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,11,16,41.9,24,29.5,22,1026.4,16,1021.6,19,9.7,24,5.8,24,15.0,999.9,48.2,*,37.9,*,0.0,G,999.9,0,1,0,0,0,0
725060,94728,2012,12,04,51.9,24,47.1,24,1022.8,17,1018.1,20,5.6,24,2.9,24,9.9,999.9,62.1,*,37.4,*,0.04,G,999.9,1,1,0,0,0,0
725060,94728,2012,08,13,76.3,24,61.2,20,1014.6,20,1009.9,20,9.2,24,4.3,24,13.0,999.9,86.0,,69.1,,0.05,G,999.9,0,0,0,0,0,0
725060,94728,2012,08,25,75.7,24,65.2,24,1023.6,20,1018.8,20,7.3,24,3.2,23,13.0,18.1,84.0,*,62.6,*,0.01,G,999.9,1,0,0,0,0,0
725060,94728,2012,09,10,65.4,24,49.1,24,1014.3,20,1009.5,20,10.0,24,5.7,23,20.0,26.0,71.1,*,55.4,*,0.16,G,999.9,0,1,0,0,0,0
725060,94728,2012,12,10,50.3,24,49.5,24,1011.1,7,1005.7,21,2.8,24,5.7,24,19.0,26.0,57.9,*,43.0,*,0.35,G,999.9,1,1,0,0,0,0
725060,94728,2012,09,28,65.2,24,61.8,24,1019.8,10,1013.6,21,5.9,24,5.1,23,15.9,22.9,69.1,*,51.8,*,0.25,G,999.9,1,1,0,0,0,0
725060,94728,2012,11,13,52.4,24,47.5,23,1024.6,14,1019.7,21,8.8,24,6.1,24,25.1,29.9,62.6,*,44.1,*,0.06,G,999.9,0,1,0,0,0,0
725060,94728,2012,08,09,78.2,24,69.6,24,1013.6,20,1008.9,22,9.3,24,2.3,24,7.0,15.0,88.0,,61.0,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,02,13,33.0,22,13.8,22,1015.0,21,1010.0,22,10.0,22,7.9,22,22.9,999.9,43.0,*,21.0,*,0.01,G,999.9,0,0,0,0,0,0
725060,94728,2012,01,01,46.6,24,38.2,24,1015.2,22,1010.3,22,10.0,24,5.2,24,13.0,17.1,51.1,*,35.6,*,0.01,G,999.9,0,1,0,0,0,0
725060,94728,2012,12,19,44.0,24,30.5,24,1007.4,22,1002.5,22,10.0,24,9.3,23,25.1,34.0,48.0,*,41.0,*,0.07,G,999.9,0,1,0,0,0,0
725060,94728,2012,09,06,73.2,24,65.3,24,1011.3,22,1006.7,22,9.7,24,2.3,24,12.0,999.9,79.0,*,62.6,*,0.59,G,999.9,0,1,0,0,0,0
725060,94728,2012,08,23,74.7,24,61.7,24,1020.4,22,1015.6,22,8.9,24,2.0,22,8.9,999.9,84.0,*,62.6,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,11,17,43.6,24,27.9,24,1034.8,16,1028.4,23,10.0,24,4.7,23,16.9,22.0,51.1,*,39.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,02,17,45.0,23,34.7,23,1015.4,17,1010.8,23,7.0,23,6.2,23,14.0,22.9,50.0,*,39.9,*,0.22,G,999.9,0,1,0,0,0,0
725060,94728,2012,12,29,32.5,24,26.2,24,1013.1,18,1006.4,23,7.8,24,5.3,24,21.0,28.0,44.6,*,24.8,*,0.0,G,999.9,1,1,1,0,0,0
725060,94728,2012,04,22,51.3,24,48.1,24,1006.4,20,1001.4,23,7.4,24,6.5,24,19.0,29.9,63.0,,46.0,,0.22,G,999.9,1,1,0,0,0,0
725060,94728,2012,06,20,79.6,23,67.5,23,1017.2,23,1012.4,23,8.0,23,2.8,23,15.9,999.9,93.0,*,59.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,09,14,70.5,24,57.7,24,1023.4,23,1018.5,23,9.7,24,2.3,23,9.9,999.9,80.1,*,55.4,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,07,20,67.2,24,62.8,24,1014.9,12,1010.7,24,7.4,24,6.5,24,13.0,21.0,73.9,,61.0,,0.17,G,999.9,0,1,0,0,0,0
725060,94728,2012,01,27,47.5,24,45.0,24,1003.9,12,998.3,24,4.1,24,5.9,24,16.9,26.0,59.0,,37.0,,0.16,G,999.9,1,1,0,0,0,0
725060,94728,2012,05,23,67.9,24,63.4,24,1013.0,15,1007.9,24,7.6,24,2.1,23,8.0,999.9,73.9,*,57.0,*,0.04,G,999.9,1,0,0,0,0,0
725060,94728,2012,03,22,62.9,24,56.8,24,1021.9,15,1018.2,24,5.4,24,2.6,23,14.0,15.9,75.9,*,48.0,*,0.0,G,999.9,1,0,0,0,0,0
725060,94728,2012,05,24,64.6,24,63.2,24,1019.6,17,1014.9,24,4.6,24,3.4,24,11.1,999.9,66.0,*,52.0,*,0.03,G,999.9,1,1,0,0,0,0
725060,94728,2012,03,18,51.1,24,45.0,24,1026.6,18,1022.0,24,6.8,24,3.2,23,13.0,15.0,63.0,*,39.9,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,09,03,73.8,24,65.1,24,1019.8,18,1015.0,24,10.0,24,4.5,24,14.0,999.9,79.0,*,55.4,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,06,14,68.1,24,59.6,24,1021.0,18,1016.0,24,9.8,24,5.8,24,15.0,18.1,75.9,*,57.0,*,0.02,G,999.9,0,0,0,0,0,0
